strain	loc
hCoV-19_USA_TX-CDC-ASC210009572|2021-03-25	domestic
hCoV-19_USA_TX-CDC-STM-000029649|2021-03-03	domestic
hCoV-19_USA_TX-CDC-QDX22759494|2021-03-07	domestic
hCoV-19_USA_TX-HHD-2104157782|2021-04-09	domestic
hCoV-19_USA_TX-CDC-QDX23654561|2021-04-03	domestic
hCoV-19_USA_TX-CDC-QDX23654370|2021-04-05	domestic
hCoV-19_USA_TX-CDC-STM-000047223|2021-03-31	domestic
hCoV-19_Thailand_Bangkok-CONI-0663|2021-04-03	international
hCoV-19_United-Arab-Emirates_4269|2020-12-29	international
hCoV-19_USA_UT-UPHL-2103147562|2021-03-02	domestic
hCoV-19_USA_UT-CDC-QDX22976799|2021-03-15	domestic
hCoV-19_USA_UT-UPHL-2103755947|2021-03-11	domestic
hCoV-19_USA_VA-DCLS-4056|2021-03-16	domestic
hCoV-19_USA_VA-CDC-LC0042852|2021-04-04	domestic
hCoV-19_USA_VA-CDC-STM-000003055|2021-01-16	domestic
hCoV-19_USA_VA-CDC-LC0044249|2021-04-07	domestic
hCoV-19_Vietnam_HCMC-05040-01|2021-01-30	international
hCoV-19_USA_WA-UW-68634|2021-03-26	domestic
hCoV-19_USA_WA-UW-67379|2021-03-16	domestic
hCoV-19_USA_WA-UW-67147|2021-03-13	domestic
hCoV-19_USA_WI-WSLH-212619|2021-03-22	domestic
hCoV-19_USA_WI-WSLH-212070|2021-03-05	domestic
hCoV-19_USA_WI-WSLH-211415|2021-02-18	domestic
hCoV-19_USA_WI-UW-3589|2021-02-24	domestic
hCoV-19_USA_WI-CDC-2-4172067|2021-02-23	domestic
hCoV-19_USA_WI-Yale-1930|2021-02-19	domestic
hCoV-19_USA_WV-CDC-LC0041941|2021-04-01	domestic
hCoV-19_USA_WV-CDC-ASC210028707|2021-03-31	domestic
hCoV-19_USA_WV-WVU-WV037751|2021-03-16	domestic
hCoV-19_USA_WV-WVU-WV090305|2021-03-08	domestic
hCoV-19_USA_WY-CDC-IBX323947716359|2021-04-01	domestic
hCoV-19_USA_WY-WPHL-21024395|2021-03-30	domestic
hCoV-19_Turkey_HSGM-165|2021-02-11	international
hCoV-19_Turkey_HSGM-1861|2021-01-26	international
hCoV-19_Turkey_HSGM-2213|2021-01-28	international
hCoV-19_Turkey_HSGM-1627|2021-01-21	international
hCoV-19_Turkey_HSGM-8973|2021-03-08	international
hCoV-19_Turkey_HSGM-1496|2021-01-21	international
hCoV-19_Turkey_HSGM-GA75|2021-02-11	international
hCoV-19_Turkey_HSGM-1238|2021-01-11	international
hCoV-19_Turkey_HSGM-D58|2021-02-08	international
hCoV-19_Turkey_HSGM-2445|2021-01-29	international
hCoV-19_Turkey_HSGM-1407|2021-01-20	international
hCoV-19_Turkey_HSGM-1885|2021-01-26	international
hCoV-19_Turkey_HSGM-2161|2021-01-27	international
hCoV-19_Turkey_HSGM-1616|2021-01-21	international
hCoV-19_Turkey_HSGM-1582|2021-01-21	international
hCoV-19_Turkey_HSGM-1311|2021-01-14	international
hCoV-19_Turkey_HSGM-1493|2021-01-21	international
hCoV-19_Turkey_HSGM-1876|2021-01-26	international
hCoV-19_Turkey_HSGM-1514|2021-01-22	international
hCoV-19_Turkey_HSGM-D374|2021-02-08	international
hCoV-19_Turkey_HSGM-2211|2021-01-28	international
hCoV-19_Turkey_HSGM-1490|2021-01-21	international
hCoV-19_Turkey_HSGM-1378|2021-01-19	international
hCoV-19_Turkey_HSGM-D26|2021-02-08	international
hCoV-19_Turkey_HSGM-1492|2021-01-21	international
hCoV-19_Turkey_HSGM-2199|2021-01-27	international
hCoV-19_Turkey_HSGM-GA20|2021-02-11	international
hCoV-19_Turkey_HSGM-GA40|2021-02-11	international
hCoV-19_Switzerland_un-33271003|2021-02-14	international
hCoV-19_Switzerland_VD-ETHZ-500617|2021-02-12	international
hCoV-19_Switzerland_SZ-ETHZ-420688|2020-12-24	international
hCoV-19_Switzerland_ZH-UZH-IMV-3ba45946|2021-04-12	international
hCoV-19_Switzerland_GE-33765482|2021-04-04	international
hCoV-19_Switzerland_SG-CLM-9136|2021-03-29	international
hCoV-19_Switzerland_VD-32938885|2021-01-06	international
hCoV-19_Switzerland_TG-ETHZ-540119|2021-03-15	international
hCoV-19_Brazil_AM-FIOCRUZ-20842882CA|2020-12-04	international
hCoV-19_USA_CT-Yale-S105|2021-01-11	CT
hCoV-19_USA_CT-Yale-S106|2021-01-11	CT
hCoV-19_USA_CT-CDC-LC0006757|2021-01-19	CT
hCoV-19_USA_CT-Yale-1511|2021-02-04	CT
hCoV-19_USA_CT-Yale-1509|2021-02-03	CT
hCoV-19_USA_CT-Yale-1513|2021-02-06	CT
hCoV-19_USA_CT-Yale-1512|2021-02-05	CT
hCoV-19_USA_CT-Yale-1440|2021-02-04	CT
hCoV-19_USA_CT-Yale-1441|2021-02-03	CT
hCoV-19_USA_CT-Yale-1442|2021-02-13	CT
hCoV-19_USA_CT-Yale-1443|2021-02-14	CT
hCoV-19_USA_CT-Yale-1444|2021-02-14	CT
hCoV-19_USA_CT-Yale-1445|2021-02-06	CT
hCoV-19_USA_CT-Yale-1446|2021-02-09	CT
hCoV-19_USA_CT-Yale-1447|2021-02-09	CT
hCoV-19_USA_CT-Yale-1448|2021-02-11	CT
hCoV-19_USA_CT-Yale-1449|2021-02-09	CT
hCoV-19_USA_CT-Yale-1450|2021-02-11	CT
hCoV-19_USA_CT-Yale-1246|2021-01-15	CT
hCoV-19_USA_CT-Yale-1275|2021-02-03	CT
hCoV-19_USA_CT-Yale-1554|2021-02-02	CT
hCoV-19_USA_CT-Yale-1555|2021-01-29	CT
hCoV-19_USA_CT-CDC-LC0016073|2021-02-11	CT
hCoV-19_USA_CT-CDC-LC0016743|2021-02-04	CT
hCoV-19_USA_CT-CDC-21865541|2021-02-08	CT
hCoV-19_USA_CT-CDC-21865648|2021-02-08	CT
hCoV-19_USA_CT-CDC-22025112|2021-02-11	CT
hCoV-19_USA_CT-CDC-22025090|2021-02-11	CT
hCoV-19_USA_CT-CDC-22024723|2021-02-11	CT
hCoV-19_USA_CT-JAX-J000038|2021-01-27	CT
hCoV-19_USA_CT-JAX-J000039|2021-02-03	CT
hCoV-19_USA_CT-JAX-J000040|2021-02-11	CT
hCoV-19_USA_CT-JAX-J000047|2021-02-12	CT
hCoV-19_USA_CT-JAX-J000048|2021-02-15	CT
hCoV-19_USA_CT-JAX-J000050|2021-02-02	CT
hCoV-19_USA_CT-JAX-J000051|2021-02-05	CT
hCoV-19_USA_CT-JAX-J000053|2021-02-04	CT
hCoV-19_USA_CT-JAX-J000054|2021-02-04	CT
hCoV-19_USA_CT-JAX-J000055|2021-02-04	CT
hCoV-19_USA_CT-JAX-J000056|2021-02-06	CT
hCoV-19_USA_CT-JAX-J000058|2021-01-27	CT
hCoV-19_USA_CT-Yale-1853|2021-02-21	CT
hCoV-19_USA_CT-Yale-1752|2021-02-16	CT
hCoV-19_USA_CT-Yale-1854|2021-02-21	CT
hCoV-19_USA_CT-Yale-1741|2021-02-18	CT
hCoV-19_USA_CT-Yale-1874|2021-02-25	CT
hCoV-19_USA_CT-Yale-1864|2021-02-24	CT
hCoV-19_USA_CT-Yale-1865|2021-02-24	CT
hCoV-19_USA_CT-Yale-1849|2021-02-20	CT
hCoV-19_USA_CT-Yale-1868|2021-02-25	CT
hCoV-19_USA_CT-Yale-1761|2021-02-19	CT
hCoV-19_USA_CT-Yale-1890|2021-02-01	CT
hCoV-19_USA_CT-Yale-1850|2021-02-20	CT
hCoV-19_USA_CT-Yale-1863|2021-02-23	CT
hCoV-19_USA_CT-Yale-1757|2021-02-18	CT
hCoV-19_USA_CT-Yale-1769|2021-02-19	CT
hCoV-19_USA_CT-Yale-1758|2021-02-18	CT
hCoV-19_USA_CT-Yale-1759|2021-02-17	CT
hCoV-19_USA_CT-Yale-1756|2021-02-17	CT
hCoV-19_USA_CT-Yale-1903|2021-02-21	CT
hCoV-19_USA_CT-Yale-1760|2021-02-18	CT
hCoV-19_USA_CT-Yale-1766|2021-02-18	CT
hCoV-19_USA_CT-Yale-1908|2021-02-24	CT
hCoV-19_USA_CT-Yale-1906|2021-02-23	CT
hCoV-19_USA_CT-Yale-1910|2021-02-25	CT
hCoV-19_USA_CT-Yale-1917|2021-02-14	CT
hCoV-19_USA_CT-Yale-1767|2021-02-19	CT
hCoV-19_USA_CT-Yale-1914|2021-02-21	CT
hCoV-19_USA_CT-Yale-1753|2021-02-16	CT
hCoV-19_USA_CT-JAX-JAX000162|2021-01-22	CT
hCoV-19_USA_CT-CDC-LC0017072|2021-02-10	CT
hCoV-19_USA_CT-CDC-LC0017940|2021-02-10	CT
hCoV-19_USA_CT-CDC-22057588|2021-02-15	CT
hCoV-19_USA_CT-CDC-22058511|2021-02-15	CT
hCoV-19_USA_CT-CDC-22057572|2021-02-15	CT
hCoV-19_USA_CT-CDC-22207756|2021-02-18	CT
hCoV-19_USA_CT-CDC-22164251|2021-02-17	CT
hCoV-19_USA_CT-CDC-22164277|2021-02-17	CT
hCoV-19_USA_CT-CDC-22164237|2021-02-17	CT
hCoV-19_USA_CT-CDC-22209316|2021-02-18	CT
hCoV-19_USA_CT-CDC-22208947|2021-02-18	CT
hCoV-19_USA_CT-CDC-22207359|2021-02-18	CT
hCoV-19_USA_CT-Yale-1925|2021-02-22	CT
hCoV-19_USA_CT-Yale-1926|2021-02-23	CT
hCoV-19_USA_CT-Yale-1927|2021-02-23	CT
hCoV-19_USA_CT-Yale-1928|2021-02-27	CT
hCoV-19_USA_CT-Yale-1976|2021-02-23	CT
hCoV-19_USA_CT-Yale-2005|2021-03-01	CT
hCoV-19_USA_CT-Yale-2006|2021-03-03	CT
hCoV-19_USA_CT-Yale-2007|2021-03-04	CT
hCoV-19_USA_CT-Yale-2008|2021-03-04	CT
hCoV-19_USA_CT-Yale-2009|2021-03-04	CT
hCoV-19_USA_CT-Yale-2010|2021-02-26	CT
hCoV-19_USA_CT-Yale-2011|2021-02-26	CT
hCoV-19_USA_CT-Yale-2013|2021-02-27	CT
hCoV-19_USA_CT-Yale-2014|2021-02-27	CT
hCoV-19_USA_CT-Yale-2015|2021-02-27	CT
hCoV-19_USA_CT-Yale-2016|2021-02-27	CT
hCoV-19_USA_CT-Yale-2017|2021-02-27	CT
hCoV-19_USA_CT-Yale-2018|2021-02-27	CT
hCoV-19_USA_CT-Yale-2019|2021-02-27	CT
hCoV-19_USA_CT-Yale-2020|2021-02-25	CT
hCoV-19_USA_CT-Yale-2022|2021-02-25	CT
hCoV-19_USA_CT-Yale-2023|2021-02-28	CT
hCoV-19_USA_CT-Yale-2024|2021-03-01	CT
hCoV-19_USA_CT-Yale-2026|2021-03-01	CT
hCoV-19_USA_CT-Yale-2027|2021-03-01	CT
hCoV-19_USA_CT-Yale-2028|2021-03-02	CT
hCoV-19_USA_CT-Yale-2029|2021-03-01	CT
hCoV-19_USA_CT-Yale-2030|2021-03-02	CT
hCoV-19_USA_CT-Yale-2031|2021-03-02	CT
hCoV-19_USA_CT-Yale-2032|2021-03-02	CT
hCoV-19_USA_CT-Yale-2033|2021-03-02	CT
hCoV-19_USA_CT-Yale-2034|2021-03-02	CT
hCoV-19_USA_CT-Yale-2035|2021-03-02	CT
hCoV-19_USA_CT-Yale-2036|2021-03-02	CT
hCoV-19_USA_CT-Yale-2037|2021-03-03	CT
hCoV-19_USA_CT-Yale-2038|2021-03-03	CT
hCoV-19_USA_CT-Yale-2039|2021-03-03	CT
hCoV-19_USA_CT-Yale-2041|2021-03-03	CT
hCoV-19_USA_CT-Yale-2042|2021-03-03	CT
hCoV-19_USA_CT-Yale-2043|2021-03-03	CT
hCoV-19_USA_CT-Yale-2044|2021-03-03	CT
hCoV-19_USA_CT-Yale-2045|2021-03-03	CT
hCoV-19_USA_CT-Yale-2046|2021-03-03	CT
hCoV-19_USA_CT-Yale-2047|2021-03-03	CT
hCoV-19_USA_CT-Yale-2048|2021-03-03	CT
hCoV-19_USA_CT-Yale-2049|2021-03-03	CT
hCoV-19_USA_CT-Yale-2050|2021-03-03	CT
hCoV-19_USA_CT-Yale-2051|2021-03-04	CT
hCoV-19_USA_CT-Yale-2052|2021-03-04	CT
hCoV-19_USA_CT-Yale-2053|2021-03-04	CT
hCoV-19_USA_CT-Yale-2054|2021-03-04	CT
hCoV-19_USA_CT-Yale-2055|2021-03-04	CT
hCoV-19_USA_CT-Yale-2056|2021-03-04	CT
hCoV-19_USA_CT-Yale-2057|2021-03-06	CT
hCoV-19_USA_CT-Yale-2058|2021-03-06	CT
hCoV-19_USA_CT-Yale-2059|2021-03-05	CT
hCoV-19_USA_CT-Yale-2060|2021-03-05	CT
hCoV-19_USA_CT-Yale-2061|2021-03-05	CT
hCoV-19_USA_CT-Yale-2062|2021-03-05	CT
hCoV-19_USA_CT-Yale-2063|2021-03-05	CT
hCoV-19_USA_CT-Yale-2068|2021-02-27	CT
hCoV-19_USA_CT-Yale-2069|2021-02-28	CT
hCoV-19_USA_CT-Yale-2070|2021-03-01	CT
hCoV-19_USA_CT-Yale-2074|2021-03-04	CT
hCoV-19_USA_CT-Yale-2079|2021-03-06	CT
hCoV-19_USA_CT-Yale-2081|2021-02-26	CT
hCoV-19_USA_CT-Yale-2083|2021-02-26	CT
hCoV-19_USA_CT-Yale-2084|2021-02-26	CT
hCoV-19_USA_CT-Yale-2085|2021-02-27	CT
hCoV-19_USA_CT-Yale-2087|2021-02-27	CT
hCoV-19_USA_CT-Yale-2088|2021-03-01	CT
hCoV-19_USA_CT-Yale-2089|2021-03-01	CT
hCoV-19_USA_CT-Yale-2090|2021-03-02	CT
hCoV-19_USA_CT-Yale-2091|2021-03-01	CT
hCoV-19_USA_CT-Yale-2093|2021-03-02	CT
hCoV-19_USA_CT-Yale-2095|2021-03-04	CT
hCoV-19_USA_CT-Yale-2096|2021-03-04	CT
hCoV-19_USA_CT-Yale-2097|2021-03-04	CT
hCoV-19_USA_CT-Yale-2098|2021-03-04	CT
hCoV-19_USA_CT-Yale-2099|2021-03-06	CT
hCoV-19_USA_CT-CDC-22257748|2021-02-21	CT
hCoV-19_USA_CT-CDC-22256913|2021-02-14	CT
hCoV-19_USA_CT-JAX-JAX000288|2021-03-09	CT
hCoV-19_USA_CT-JAX-JAX000294|2021-03-13	CT
hCoV-19_USA_CT-JAX-JAX000298|2021-03-15	CT
hCoV-19_USA_CT-JAX-JAX000301|2021-03-15	CT
hCoV-19_USA_CT-JAX-JAX000305|2021-03-14	CT
hCoV-19_USA_CT-JAX-JAX000310|2021-03-14	CT
hCoV-19_USA_CT-CDC-22291797|2021-02-22	CT
hCoV-19_USA_CT-CDC-22291940|2021-02-22	CT
hCoV-19_USA_CT-CDC-22393392|2021-02-23	CT
hCoV-19_USA_CT-CDC-22315203|2021-02-23	CT
hCoV-19_USA_CT-CDC-22392952|2021-02-24	CT
hCoV-19_USA_CT-CDC-22439881|2021-02-25	CT
hCoV-19_USA_CT-CDC-22439945|2021-02-25	CT
hCoV-19_USA_CT-CDC-22442864|2021-02-25	CT
hCoV-19_USA_CT-CDC-22439934|2021-02-25	CT
hCoV-19_USA_CT-CDC-22442665|2021-02-25	CT
hCoV-19_USA_CT-CDC-22439944|2021-02-25	CT
hCoV-19_USA_CT-CDC-22439899|2021-02-24	CT
hCoV-19_USA_CT-CDC-22439847|2021-02-25	CT
hCoV-19_USA_CT-Yale-2104|2021-03-05	CT
hCoV-19_USA_CT-Yale-2105|2021-03-05	CT
hCoV-19_USA_CT-Yale-2106|2021-03-05	CT
hCoV-19_USA_CT-Yale-2107|2021-03-05	CT
hCoV-19_USA_CT-Yale-2108|2021-03-05	CT
hCoV-19_USA_CT-Yale-2109|2021-02-28	CT
hCoV-19_USA_CT-Yale-2110|2021-03-01	CT
hCoV-19_USA_CT-Yale-2111|2021-03-05	CT
hCoV-19_USA_CT-Yale-2112|2021-03-01	CT
hCoV-19_USA_CT-Yale-2113|2021-03-01	CT
hCoV-19_USA_CT-Yale-2115|2021-02-28	CT
hCoV-19_USA_CT-Yale-2116|2021-02-28	CT
hCoV-19_USA_CT-Yale-2117|2021-02-28	CT
hCoV-19_USA_CT-Yale-2118|2021-02-28	CT
hCoV-19_USA_CT-Yale-2120|2021-03-02	CT
hCoV-19_USA_CT-Yale-2121|2021-03-02	CT
hCoV-19_USA_CT-Yale-2122|2021-03-05	CT
hCoV-19_USA_CT-Yale-2123|2021-03-05	CT
hCoV-19_USA_CT-Yale-2124|2021-03-05	CT
hCoV-19_USA_CT-Yale-2125|2021-03-06	CT
hCoV-19_USA_CT-Yale-2129|2021-03-07	CT
hCoV-19_USA_CT-Yale-2130|2021-03-07	CT
hCoV-19_USA_CT-Yale-2131|2021-03-07	CT
hCoV-19_USA_CT-Yale-2187|2021-03-08	CT
hCoV-19_USA_CT-Yale-2188|2021-03-08	CT
hCoV-19_USA_CT-Yale-2189|2021-03-07	CT
hCoV-19_USA_CT-Yale-2190|2021-03-06	CT
hCoV-19_USA_CT-Yale-2191|2021-03-07	CT
hCoV-19_USA_CT-Yale-2192|2021-03-08	CT
hCoV-19_USA_CT-JAX-JAX000330|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000341|2021-03-06	CT
hCoV-19_USA_CT-JAX-JAX000342|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000440|2021-03-20	CT
hCoV-19_USA_CT-JAX-JAX000441|2021-03-20	CT
hCoV-19_USA_CT-JAX-JAX000442|2021-03-20	CT
hCoV-19_USA_CT-JAX-JAX000448|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000449|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000450|2021-03-16	CT
hCoV-19_USA_CT-CDCBI-CRSP_01375|2021-03-11	CT
hCoV-19_USA_CT-CDCBI-CRSP_01376|2021-03-11	CT
hCoV-19_USA_CT-CDCBI-CRSP_01381|2021-03-11	CT
hCoV-19_USA_CT-CDCBI-CRSP_01432|2021-03-13	CT
hCoV-19_USA_CT-CDCBI-CRSP_01433|2021-03-13	CT
hCoV-19_USA_CT-CDCBI-CRSP_01437|2021-03-15	CT
hCoV-19_USA_CT-CDCBI-CRSP_01438|2021-03-15	CT
hCoV-19_USA_CT-CDC-22526583|2021-02-28	CT
hCoV-19_USA_CT-CDC-22528273|2021-03-02	CT
hCoV-19_USA_CT-CDC-22528283|2021-03-01	CT
hCoV-19_USA_CT-CDC-22631990|2021-03-05	CT
hCoV-19_USA_CT-CDC-22632062|2021-03-05	CT
hCoV-19_USA_CT-CDC-22631998|2021-03-04	CT
hCoV-19_USA_CT-CDC-22631809|2021-03-01	CT
hCoV-19_USA_CT-CDC-QDX22752376|2021-03-07	CT
hCoV-19_USA_CT-CDC-QDX22752725|2021-03-08	CT
hCoV-19_USA_CT-CDC-QDX22752375|2021-03-08	CT
hCoV-19_USA_CT-Yale-S018|2021-01-02	CT
hCoV-19_USA_CT-Yale-S019|2021-01-04	CT
hCoV-19_USA_CT-QDX-3230|2021-01-06	CT
hCoV-19_USA_CT-Yale-S153|2021-01-18	CT
hCoV-19_USA_CT-JAX-J000015|2021-01-06	CT
hCoV-19_USA_CT-JAX-J000016|2021-01-06	CT
hCoV-19_USA_CT-Yale-1006|2021-01-15	CT
hCoV-19_USA_CT-Yale-1008|2021-01-15	CT
hCoV-19_USA_CT-Yale-1213|2021-01-24	CT
hCoV-19_USA_CT-Yale-1214|2021-01-25	CT
hCoV-19_USA_CT-Yale-1215|2021-01-26	CT
hCoV-19_USA_CT-Yale-1216|2021-01-29	CT
hCoV-19_USA_CT-Yale-1218|2021-01-29	CT
hCoV-19_USA_CT-Yale-1219|2021-01-27	CT
hCoV-19_USA_CT-Yale-1220|2021-01-27	CT
hCoV-19_USA_CT-Yale-1227|2021-01-27	CT
hCoV-19_USA_CT-Yale-1233|2021-01-27	CT
hCoV-19_USA_CT-Yale-1451|2021-02-11	CT
hCoV-19_USA_CT-Yale-1452|2021-02-12	CT
hCoV-19_USA_CT-Yale-1453|2021-02-12	CT
hCoV-19_USA_CT-Yale-1454|2021-02-13	CT
hCoV-19_USA_CT-Yale-1459|2021-02-09	CT
hCoV-19_USA_CT-Yale-1916|2021-02-26	CT
hCoV-19_USA_CT-Yale-1869|2021-02-25	CT
hCoV-19_USA_CT-Yale-1852|2021-02-21	CT
hCoV-19_USA_CT-Yale-1860|2021-02-23	CT
hCoV-19_USA_CT-Yale-1858|2021-02-22	CT
hCoV-19_USA_CT-Yale-1871|2021-02-25	CT
hCoV-19_USA_CT-Yale-1824|2021-02-20	CT
hCoV-19_USA_CT-Yale-1755|2021-02-14	CT
hCoV-19_USA_CT-Yale-1861|2021-02-21	CT
hCoV-19_USA_CT-Yale-1848|2021-02-20	CT
hCoV-19_USA_CT-Yale-1866|2021-02-25	CT
hCoV-19_USA_CT-Yale-1870|2021-02-25	CT
hCoV-19_USA_CT-Yale-1881|2021-02-23	CT
hCoV-19_USA_CT-Yale-1891|2021-02-01	CT
hCoV-19_USA_CT-Yale-1855|2021-02-22	CT
hCoV-19_USA_CT-Yale-1867|2021-02-25	CT
hCoV-19_USA_CT-Yale-1763|2021-02-19	CT
hCoV-19_USA_CT-Yale-1892|2021-02-11	CT
hCoV-19_USA_CT-Yale-1742|2021-02-15	CT
hCoV-19_USA_CT-Yale-1764|2021-02-19	CT
hCoV-19_USA_CT-Yale-1859|2021-02-23	CT
hCoV-19_USA_CT-Yale-1905|2021-02-23	CT
hCoV-19_USA_CT-Yale-1847|2021-02-20	CT
hCoV-19_USA_CT-Yale-1907|2021-02-23	CT
hCoV-19_USA_CT-Yale-1893|2021-02-26	CT
hCoV-19_USA_CT-Yale-1857|2021-02-22	CT
hCoV-19_USA_CT-Yale-1851|2021-02-20	CT
hCoV-19_USA_CT-Yale-1873|2021-02-25	CT
hCoV-19_USA_CT-Yale-1875|2021-02-25	CT
hCoV-19_USA_CT-Yale-1912|2021-02-25	CT
hCoV-19_USA_CT-Yale-1751|2021-02-15	CT
hCoV-19_USA_CT-Yale-1899|2021-02-20	CT
hCoV-19_USA_CT-Yale-1901|2021-02-22	CT
hCoV-19_USA_CT-Yale-1909|2021-02-25	CT
hCoV-19_USA_CT-Yale-1749|2021-02-15	CT
hCoV-19_USA_CT-Yale-1900|2021-02-21	CT
hCoV-19_USA_CT-CDC-LC0018998|2021-02-10	CT
hCoV-19_USA_CT-CDC-22058245|2021-02-15	CT
hCoV-19_USA_CT-CDC-22057569|2021-02-15	CT
hCoV-19_USA_CT-CDC-22164436|2021-02-17	CT
hCoV-19_USA_CT-CDPH-0016|2021-02-12	CT
hCoV-19_USA_CT-CDPH-0017|2021-02-16	CT
hCoV-19_USA_CT-CDPH-0018|2021-02-21	CT
hCoV-19_USA_CT-Yale-1754|2021-02-14	CT
hCoV-19_USA_CT-Yale-1762|2021-02-19	CT
hCoV-19_USA_CT-Yale-1768|2021-02-20	CT
hCoV-19_USA_CT-Yale-1770|2021-02-19	CT
hCoV-19_USA_CT-Yale-1784|2021-02-16	CT
hCoV-19_USA_CT-Yale-1862|2021-02-23	CT
hCoV-19_USA_CT-CDC-LC0019163|2021-02-15	CT
hCoV-19_USA_CT-CDC-LC0019313|2021-02-17	CT
hCoV-19_USA_CT-JAX-JAX000210|2021-03-10	CT
hCoV-19_USA_CT-JAX-JAX000219|2021-03-11	CT
hCoV-19_USA_CT-JAX-JAX000233|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000237|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000238|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000239|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000243|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000244|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000245|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000248|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000251|2021-03-12	CT
hCoV-19_USA_CT-JAX-JAX000255|2021-03-13	CT
hCoV-19_USA_CT-JAX-JAX000256|2021-03-13	CT
hCoV-19_USA_CT-JAX-JAX000259|2021-03-08	CT
hCoV-19_USA_CT-JAX-JAX000263|2021-03-06	CT
hCoV-19_USA_CT-JAX-JAX000266|2021-03-06	CT
hCoV-19_USA_CT-JAX-JAX000269|2021-03-06	CT
hCoV-19_USA_CT-JAX-JAX000270|2021-03-08	CT
hCoV-19_USA_CT-JAX-JAX000277|2021-03-09	CT
hCoV-19_USA_CT-JAX-JAX000278|2021-03-09	CT
hCoV-19_USA_CT-JAX-JAX000280|2021-03-09	CT
hCoV-19_USA_CT-JAX-JAX000284|2021-03-09	CT
hCoV-19_USA_CT-CDC-22291920|2021-02-22	CT
hCoV-19_USA_CT-CDC-22291972|2021-02-21	CT
hCoV-19_USA_CT-CDC-22314449|2021-02-22	CT
hCoV-19_USA_CT-CDC-22316735|2021-02-22	CT
hCoV-19_USA_CT-CDC-22316715|2021-02-23	CT
hCoV-19_USA_CT-CDC-22491381|2021-02-28	CT
hCoV-19_USA_CT-Yale-2132|2021-03-07	CT
hCoV-19_USA_CT-Yale-2133|2021-03-07	CT
hCoV-19_USA_CT-Yale-2134|2021-03-07	CT
hCoV-19_USA_CT-Yale-2135|2021-03-07	CT
hCoV-19_USA_CT-Yale-2136|2021-03-08	CT
hCoV-19_USA_CT-Yale-2137|2021-03-07	CT
hCoV-19_USA_CT-Yale-2138|2021-03-08	CT
hCoV-19_USA_CT-Yale-2139|2021-03-08	CT
hCoV-19_USA_CT-Yale-2140|2021-03-06	CT
hCoV-19_USA_CT-Yale-2144|2021-03-06	CT
hCoV-19_USA_CT-Yale-2145|2021-03-07	CT
hCoV-19_USA_CT-Yale-2146|2021-03-06	CT
hCoV-19_USA_CT-Yale-2147|2021-03-07	CT
hCoV-19_USA_CT-Yale-2148|2021-03-07	CT
hCoV-19_USA_CT-Yale-2150|2021-03-07	CT
hCoV-19_USA_CT-Yale-2151|2021-03-07	CT
hCoV-19_USA_CT-Yale-2155|2021-03-08	CT
hCoV-19_USA_CT-Yale-2165|2021-03-09	CT
hCoV-19_USA_CT-Yale-2167|2021-03-09	CT
hCoV-19_USA_CT-Yale-2169|2021-03-09	CT
hCoV-19_USA_CT-Yale-2175|2021-03-09	CT
hCoV-19_USA_CT-Yale-2193|2021-03-06	CT
hCoV-19_USA_CT-Yale-2194|2021-03-06	CT
hCoV-19_USA_CT-Yale-2253|2021-03-09	CT
hCoV-19_USA_CT-Yale-2254|2021-03-10	CT
hCoV-19_USA_CT-Yale-2256|2021-03-10	CT
hCoV-19_USA_CT-Yale-2261|2021-03-12	CT
hCoV-19_USA_CT-Yale-2262|2021-03-12	CT
hCoV-19_USA_CT-Yale-2263|2021-03-13	CT
hCoV-19_USA_CT-Yale-2274|2021-03-14	CT
hCoV-19_USA_CT-Yale-2275|2021-03-14	CT
hCoV-19_USA_CT-Yale-2276|2021-03-15	CT
hCoV-19_USA_CT-JAX-JAX000356|2021-03-15	CT
hCoV-19_USA_CT-JAX-JAX000357|2021-03-19	CT
hCoV-19_USA_CT-JAX-JAX000358|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000363|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000367|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000368|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000383|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000385|2021-03-16	CT
hCoV-19_USA_CT-JAX-JAX000388|2021-03-17	CT
hCoV-19_USA_CT-JAX-JAX000395|2021-03-17	CT
hCoV-19_USA_CT-JAX-JAX000408|2021-03-18	CT
hCoV-19_USA_CT-JAX-JAX000415|2021-03-18	CT
